district_name,panchayat_name,ward_name
Alappuzha,Thalavady North,Ward 15
Alappuzha,Thalavady North,Ward 16
Alappuzha,Thalavady North,Ward 17
Alappuzha,Thalavady North,Ward 18
Alappuzha,Thalavady North,Ward 19
Alappuzha,Thalavady North,Ward 20
Alappuzha,Thalavady South,Ward 1
Alappuzha,Thalavady South,Ward 2
Alappuzha,Thalavady South,Ward 3
Alappuzha,Thalavady South,Ward 4
Alappuzha,Thalavady South,Ward 5
Alappuzha,Thalavady South,Ward 6
Alappuzha,Thalavady South,Ward 7
Alappuzha,Thalavady South,Ward 8
Alappuzha,Thalavady South,Ward 9
Alappuzha,Thalavady South,Ward 10
Alappuzha,Thalavady South,Ward 11
Alappuzha,Thalavady South,Ward 12
Alappuzha,Thalavady South,Ward 13
Alappuzha,Thalavady South,Ward 14
Alappuzha,Thalavady South,Ward 15
Alappuzha,Thalavady South,Ward 16
Alappuzha,Thalavady South,Ward 17
Alappuzha,Thalavady South,Ward 18
Alappuzha,Thalavady South,Ward 19
Alappuzha,Thalavady South,Ward 20
Alappuzha,Thanneermukkom,Ward 1
Alappuzha,Thanneermukkom,Ward 2
Alappuzha,Thanneermukkom,Ward 3
Alappuzha,Thanneermukkom,Ward 4
Alappuzha,Thanneermukkom,Ward 5
Alappuzha,Thanneermukkom,Ward 6
Alappuzha,Thanneermukkom,Ward 7
Alappuzha,Thanneermukkom,Ward 8
Alappuzha,Thanneermukkom,Ward 9
Alappuzha,Thanneermukkom,Ward 10
Alappuzha,Thanneermukkom,Ward 11
Alappuzha,Thanneermukkom,Ward 12
Alappuzha,Thanneermukkom,Ward 13
Alappuzha,Thanneermukkom,Ward 14
Alappuzha,Thanneermukkom,Ward 15
Alappuzha,Thanneermukkom,Ward 16
Alappuzha,Thanneermukkom,Ward 17
Alappuzha,Thanneermukkom,Ward 18
Alappuzha,Thanneermukkom,Ward 19
Alappuzha,Thanneermukkom,Ward 20
Alappuzha,Thalavady Muri,Ward 1
Alappuzha,Thalavady Muri,Ward 2
Alappuzha,Thalavady Muri,Ward 3
Alappuzha,Thalavady Muri,Ward 4
Alappuzha,Thalavady Muri,Ward 5
Alappuzha,Thalavady Muri,Ward 6
Alappuzha,Thalavady Muri,Ward 7
Alappuzha,Thalavady Muri,Ward 8
Alappuzha,Thalavady Muri,Ward 9
Alappuzha,Thalavady Muri,Ward 10
Alappuzha,Thalavady Muri,Ward 11
Alappuzha,Thalavady Muri,Ward 12
Alappuzha,Thalavady Muri,Ward 13
Alappuzha,Thalavady Muri,Ward 14
Alappuzha,Thalavady Muri,Ward 15
Alappuzha,Thalavady Muri,Ward 16
Alappuzha,Thalavady Muri,Ward 17
Alappuzha,Thalavady Muri,Ward 18
Alappuzha,Thalavady Muri,Ward 19
Alappuzha,Thalavady Muri,Ward 20
Alappuzha,Thrikkunnapuzha,Ward 1
Alappuzha,Thrikkunnapuzha,Ward 2
Alappuzha,Thrikkunnapuzha,Ward 3
Alappuzha,Thrikkunnapuzha,Ward 4
Alappuzha,Thrikkunnapuzha,Ward 5
Alappuzha,Thrikkunnapuzha,Ward 6
Alappuzha,Thrikkunnapuzha,Ward 7
Alappuzha,Thrikkunnapuzha,Ward 8
Alappuzha,Thrikkunnapuzha,Ward 9
Alappuzha,Thrikkunnapuzha,Ward 10
Alappuzha,Thrikkunnapuzha,Ward 11
Alappuzha,Thrikkunnapuzha,Ward 12
Alappuzha,Thrikkunnapuzha,Ward 13
Alappuzha,Thrikkunnapuzha,Ward 14
Alappuzha,Thrikkunnapuzha,Ward 15
Alappuzha,Thrikkunnapuzha,Ward 16
Alappuzha,Thrikkunnapuzha,Ward 17
Alappuzha,Thrikkunnapuzha,Ward 18
Alappuzha,Thrikkunnapuzha,Ward 19
Alappuzha,Thrikkunnapuzha,Ward 20
Alappuzha,Thuravoor North,Ward 1
Alappuzha,Thuravoor North,Ward 2
Alappuzha,Thuravoor North,Ward 3
Alappuzha,Thuravoor North,Ward 4
Alappuzha,Thuravoor North,Ward 5
Alappuzha,Thuravoor North,Ward 6
Alappuzha,Thuravoor North,Ward 7
Alappuzha,Thuravoor North,Ward 8
Alappuzha,Thuravoor North,Ward 9
Alappuzha,Thuravoor North,Ward 10
Alappuzha,Thuravoor North,Ward 11
Alappuzha,Thuravoor North,Ward 12
Alappuzha,Thuravoor North,Ward 13
Alappuzha,Thuravoor North,Ward 14
Alappuzha,Thuravoor North,Ward 15
Alappuzha,Thuravoor North,Ward 16
Alappuzha,Thuravoor North,Ward 17
Alappuzha,Thuravoor North,Ward 18
Alappuzha,Thuravoor North,Ward 19
Alappuzha,Thuravoor North,Ward 20
Alappuzha,Thuravoor South,Ward 1
Alappuzha,Thuravoor South,Ward 2
Alappuzha,Thuravoor South,Ward 3
Alappuzha,Thuravoor South,Ward 4
Alappuzha,Thuravoor South,Ward 5
Alappuzha,Thuravoor South,Ward 6
Alappuzha,Thuravoor South,Ward 7
Alappuzha,Thuravoor South,Ward 8
Alappuzha,Thuravoor South,Ward 9
Alappuzha,Thuravoor South,Ward 10
Alappuzha,Thuravoor South,Ward 11
Alappuzha,Thuravoor South,Ward 12
Alappuzha,Thuravoor South,Ward 13
Alappuzha,Thuravoor South,Ward 14
Alappuzha,Thuravoor South,Ward 15
Alappuzha,Thuravoor South,Ward 16
Alappuzha,Thuravoor South,Ward 17
Alappuzha,Thuravoor South,Ward 18
Alappuzha,Thuravoor South,Ward 19
Alappuzha,Thuravoor South,Ward 20
Alappuzha,Vallikunnam,Ward 1
Alappuzha,Vallikunnam,Ward 2
Alappuzha,Vallikunnam,Ward 3
Alappuzha,Vallikunnam,Ward 4
Alappuzha,Vallikunnam,Ward 5
Alappuzha,Vallikunnam,Ward 6
Alappuzha,Vallikunnam,Ward 7
Alappuzha,Vallikunnam,Ward 8
Alappuzha,Vallikunnam,Ward 9
Alappuzha,Vallikunnam,Ward 10
Alappuzha,Vallikunnam,Ward 11
Alappuzha,Vallikunnam,Ward 12
Alappuzha,Vallikunnam,Ward 13
Alappuzha,Vallikunnam,Ward 14
Alappuzha,Vallikunnam,Ward 15
Alappuzha,Vallikunnam,Ward 16
Alappuzha,Vallikunnam,Ward 17
Alappuzha,Vallikunnam,Ward 18
Alappuzha,Vallikunnam,Ward 19
Alappuzha,Vallikunnam,Ward 20
Alappuzha,Veeyapuram,Ward 1
Alappuzha,Veeyapuram,Ward 2
Alappuzha,Veeyapuram,Ward 3
Alappuzha,Veeyapuram,Ward 4
Alappuzha,Veeyapuram,Ward 5
Alappuzha,Veeyapuram,Ward 6
Alappuzha,Veeyapuram,Ward 7
Alappuzha,Veeyapuram,Ward 8
Alappuzha,Veeyapuram,Ward 9
Alappuzha,Veeyapuram,Ward 10
Alappuzha,Veeyapuram,Ward 11
Alappuzha,Veeyapuram,Ward 12
Alappuzha,Veeyapuram,Ward 13
Alappuzha,Veeyapuram,Ward 14
Alappuzha,Veeyapuram,Ward 15
Alappuzha,Veeyapuram,Ward 16
Alappuzha,Veeyapuram,Ward 17
Alappuzha,Veeyapuram,Ward 18
Alappuzha,Veeyapuram,Ward 19
Alappuzha,Veeyapuram,Ward 20
Alappuzha,Vazhapally,Ward 1
Alappuzha,Vazhapally,Ward 2
Alappuzha,Vazhapally,Ward 3
Alappuzha,Vazhapally,Ward 4
Alappuzha,Vazhapally,Ward 5
Alappuzha,Vazhapally,Ward 6
Alappuzha,Vazhapally,Ward 7
Alappuzha,Vazhapally,Ward 8
Alappuzha,Vazhapally,Ward 9
Alappuzha,Vazhapally,Ward 10
Alappuzha,Vazhapally,Ward 11
Alappuzha,Vazhapally,Ward 12
Alappuzha,Vazhapally,Ward 13
Alappuzha,Vazhapally,Ward 14
Alappuzha,Vazhapally,Ward 15
Alappuzha,Vazhapally,Ward 16
Alappuzha,Vazhapally,Ward 17
Alappuzha,Vazhapally,Ward 18
Alappuzha,Vazhapally,Ward 19
Alappuzha,Vazhapally,Ward 20
Alappuzha,Venmony,Ward 1
Alappuzha,Venmony,Ward 2
Alappuzha,Venmony,Ward 3
Alappuzha,Venmony,Ward 4
Alappuzha,Venmony,Ward 5
Alappuzha,Venmony,Ward 6
Alappuzha,Venmony,Ward 7
Alappuzha,Venmony,Ward 8
Alappuzha,Venmony,Ward 9
Alappuzha,Venmony,Ward 10
Alappuzha,Venmony,Ward 11
Alappuzha,Venmony,Ward 12
Alappuzha,Venmony,Ward 13
Alappuzha,Venmony,Ward 14
Alappuzha,Venmony,Ward 15
Alappuzha,Venmony,Ward 16
Alappuzha,Venmony,Ward 17
Alappuzha,Venmony,Ward 18
Alappuzha,Venmony,Ward 19
Alappuzha,Venmony,Ward 20
Alappuzha,Vettilaikkulam,Ward 1
Alappuzha,Vettilaikkulam,Ward 2
Alappuzha,Vettilaikkulam,Ward 3
Alappuzha,Vettilaikkulam,Ward 4
Alappuzha,Vettilaikkulam,Ward 5
Alappuzha,Vettilaikkulam,Ward 6
Alappuzha,Vettilaikkulam,Ward 7
Alappuzha,Vettilaikkulam,Ward 8
Alappuzha,Vettilaikkulam,Ward 9
Alappuzha,Vettilaikkulam,Ward 10
Alappuzha,Vettilaikkulam,Ward 11
Alappuzha,Vettilaikkulam,Ward 12
Alappuzha,Vettilaikkulam,Ward 13
Alappuzha,Vettilaikkulam,Ward 14
Alappuzha,Vettilaikkulam,Ward 15
Alappuzha,Vettilaikkulam,Ward 16
Alappuzha,Vettilaikkulam,Ward 17
Alappuzha,Vettilaikkulam,Ward 18
Alappuzha,Vettilaikkulam,Ward 19
Alappuzha,Vettilaikkulam,Ward 20
Alappuzha,Vezhapra,Ward 1
Alappuzha,Vezhapra,Ward 2
Alappuzha,Vezhapra,Ward 3
Alappuzha,Vezhapra,Ward 4
Alappuzha,Vezhapra,Ward 5
Alappuzha,Vezhapra,Ward 6
Alappuzha,Vezhapra,Ward 7
Alappuzha,Vezhapra,Ward 8
Alappuzha,Vezhapra,Ward 9
Alappuzha,Vezhapra,Ward 10
Alappuzha,Vezhapra,Ward 11
Alappuzha,Vezhapra,Ward 12
Alappuzha,Vezhapra,Ward 13
Alappuzha,Vezhapra,Ward 14
Alappuzha,Vezhapra,Ward 15
Alappuzha,Vezhapra,Ward 16
Alappuzha,Vezhapra,Ward 17
Alappuzha,Vezhapra,Ward 18
Alappuzha,Vezhapra,Ward 19
Alappuzha,Vezhapra,Ward 20
Alappuzha,Karumadi,Ward 1
Alappuzha,Karumadi,Ward 2
Alappuzha,Karumadi,Ward 3
Alappuzha,Karumadi,Ward 4
Alappuzha,Karumadi,Ward 5
Alappuzha,Karumadi,Ward 6
Alappuzha,Karumadi,Ward 7
Alappuzha,Karumadi,Ward 8
Alappuzha,Karumadi,Ward 9
Alappuzha,Karumadi,Ward 10
Alappuzha,Karumadi,Ward 11
Alappuzha,Karumadi,Ward 12
Alappuzha,Karumadi,Ward 13
Alappuzha,Karumadi,Ward 14
Alappuzha,Karumadi,Ward 15
Alappuzha,Karumadi,Ward 16
Alappuzha,Karumadi,Ward 17
Alappuzha,Karumadi,Ward 18
Alappuzha,Karumadi,Ward 19
Alappuzha,Karumadi,Ward 20
Alappuzha,Pulincunnu East,Ward 1
Alappuzha,Pulincunnu East,Ward 2
Alappuzha,Pulincunnu East,Ward 3
Alappuzha,Pulincunnu East,Ward 4
Alappuzha,Pulincunnu East,Ward 5
Alappuzha,Pulincunnu East,Ward 6
Alappuzha,Pulincunnu East,Ward 7
Alappuzha,Pulincunnu East,Ward 8
Alappuzha,Pulincunnu East,Ward 9
Alappuzha,Pulincunnu East,Ward 10
Alappuzha,Pulincunnu East,Ward 11
Alappuzha,Pulincunnu East,Ward 12
Alappuzha,Pulincunnu East,Ward 13
Alappuzha,Pulincunnu East,Ward 14
Alappuzha,Pulincunnu East,Ward 15
Alappuzha,Pulincunnu East,Ward 16
Alappuzha,Pulincunnu East,Ward 17
Alappuzha,Pulincunnu East,Ward 18
Alappuzha,Pulincunnu East,Ward 19
Alappuzha,Pulincunnu East,Ward 20
Alappuzha,Pulincunnu West,Ward 1
Alappuzha,Pulincunnu West,Ward 2
Alappuzha,Pulincunnu West,Ward 3
Alappuzha,Pulincunnu West,Ward 4
Alappuzha,Pulincunnu West,Ward 5
Alappuzha,Pulincunnu West,Ward 6
Alappuzha,Pulincunnu West,Ward 7
Alappuzha,Pulincunnu West,Ward 8
Alappuzha,Pulincunnu West,Ward 9
Alappuzha,Pulincunnu West,Ward 10
Alappuzha,Pulincunnu West,Ward 11
Alappuzha,Pulincunnu West,Ward 12
Alappuzha,Pulincunnu West,Ward 13
Alappuzha,Pulincunnu West,Ward 14
Alappuzha,Pulincunnu West,Ward 15
Alappuzha,Pulincunnu West,Ward 16
Alappuzha,Pulincunnu West,Ward 17
Alappuzha,Pulincunnu West,Ward 18
Alappuzha,Pulincunnu West,Ward 19
Alappuzha,Pulincunnu West,Ward 20
Alappuzha,Mannanchery,Ward 1
Alappuzha,Mannanchery,Ward 2
Alappuzha,Mannanchery,Ward 3
Alappuzha,Mannanchery,Ward 4
Alappuzha,Mannanchery,Ward 5
Alappuzha,Mannanchery,Ward 6
Alappuzha,Mannanchery,Ward 7
Alappuzha,Mannanchery,Ward 8
Alappuzha,Mannanchery,Ward 9
Alappuzha,Mannanchery,Ward 10
Alappuzha,Mannanchery,Ward 11
Alappuzha,Mannanchery,Ward 12
Alappuzha,Mannanchery,Ward 13
Alappuzha,Mannanchery,Ward 14
Alappuzha,Mannanchery,Ward 15
Alappuzha,Mannanchery,Ward 16
Alappuzha,Mannanchery,Ward 17
Alappuzha,Mannanchery,Ward 18
Alappuzha,Mannanchery,Ward 19
Alappuzha,Mannanchery,Ward 20
Alappuzha,Mararikulam North,Ward 1
Alappuzha,Mararikulam North,Ward 2
Alappuzha,Mararikulam North,Ward 3
Alappuzha,Mararikulam North,Ward 4
Alappuzha,Mararikulam North,Ward 5
Alappuzha,Mararikulam North,Ward 6
Alappuzha,Mararikulam North,Ward 7
Alappuzha,Mararikulam North,Ward 8
Alappuzha,Mararikulam North,Ward 9
Alappuzha,Mararikulam North,Ward 10
Alappuzha,Mararikulam North,Ward 11
Alappuzha,Mararikulam North,Ward 12
Alappuzha,Mararikulam North,Ward 13
Alappuzha,Mararikulam North,Ward 14
Alappuzha,Mararikulam North,Ward 15
Alappuzha,Mararikulam North,Ward 16
Alappuzha,Mararikulam North,Ward 17
Alappuzha,Mararikulam North,Ward 18
Alappuzha,Mararikulam North,Ward 19
Alappuzha,Mararikulam North,Ward 20
Alappuzha,Mararikulam South,Ward 1
Alappuzha,Mararikulam South,Ward 2
Alappuzha,Mararikulam South,Ward 3
Alappuzha,Mararikulam South,Ward 4
Alappuzha,Mararikulam South,Ward 5
Alappuzha,Mararikulam South,Ward 6
Alappuzha,Mararikulam South,Ward 7
Alappuzha,Mararikulam South,Ward 8
Alappuzha,Mararikulam South,Ward 9
Alappuzha,Mararikulam South,Ward 10
Alappuzha,Mararikulam South,Ward 11
Alappuzha,Mararikulam South,Ward 12
Alappuzha,Mararikulam South,Ward 13
Alappuzha,Mararikulam South,Ward 14
Alappuzha,Mararikulam South,Ward 15
Alappuzha,Mararikulam South,Ward 16
Alappuzha,Mararikulam South,Ward 17
Alappuzha,Mararikulam South,Ward 18
Alappuzha,Mararikulam South,Ward 19
Alappuzha,Mararikulam South,Ward 20
Alappuzha,Chertala South,Ward 1
Alappuzha,Chertala South,Ward 2
Alappuzha,Chertala South,Ward 3
Alappuzha,Chertala South,Ward 4
Alappuzha,Chertala South,Ward 5
Alappuzha,Chertala South,Ward 6
Alappuzha,Chertala South,Ward 7
Alappuzha,Chertala South,Ward 8
Alappuzha,Chertala South,Ward 9
Alappuzha,Chertala South,Ward 10
Alappuzha,Chertala South,Ward 11
Alappuzha,Chertala South,Ward 12
Alappuzha,Chertala South,Ward 13
Alappuzha,Chertala South,Ward 14
Alappuzha,Chertala South,Ward 15
Alappuzha,Chertala South,Ward 16
Alappuzha,Chertala South,Ward 17
Alappuzha,Chertala South,Ward 18
Alappuzha,Chertala South,Ward 19
Alappuzha,Chertala South,Ward 20
Alappuzha,Chertala North,Ward 1
Alappuzha,Chertala North,Ward 2
Alappuzha,Chertala North,Ward 3
Alappuzha,Chertala North,Ward 4
Alappuzha,Chertala North,Ward 5
Alappuzha,Chertala North,Ward 6
Alappuzha,Chertala North,Ward 7
Alappuzha,Chertala North,Ward 8
Alappuzha,Chertala North,Ward 9
Alappuzha,Chertala North,Ward 10
Alappuzha,Chertala North,Ward 11
Alappuzha,Chertala North,Ward 12
Alappuzha,Chertala North,Ward 13
Alappuzha,Chertala North,Ward 14
Alappuzha,Chertala North,Ward 15
Alappuzha,Chertala North,Ward 16
Alappuzha,Chertala North,Ward 17
Alappuzha,Chertala North,Ward 18
Alappuzha,Chertala North,Ward 19
Alappuzha,Chertala North,Ward 20
Alappuzha,Kaithavana,Ward 1
Alappuzha,Kaithavana,Ward 2
Alappuzha,Kaithavana,Ward 3
Alappuzha,Kaithavana,Ward 4
Alappuzha,Kaithavana,Ward 5
Alappuzha,Kaithavana,Ward 6
Alappuzha,Kaithavana,Ward 7
Alappuzha,Kaithavana,Ward 8
Alappuzha,Kaithavana,Ward 9
Alappuzha,Kaithavana,Ward 10
Alappuzha,Kaithavana,Ward 11
Alappuzha,Kaithavana,Ward 12
Alappuzha,Kaithavana,Ward 13
Alappuzha,Kaithavana,Ward 14
Alappuzha,Kaithavana,Ward 15
Alappuzha,Kaithavana,Ward 16
Alappuzha,Kaithavana,Ward 17
Alappuzha,Kaithavana,Ward 18
Alappuzha,Kaithavana,Ward 19
Alappuzha,Kaithavana,Ward 20
Alappuzha,Arattupuzha,Ward 1
Alappuzha,Arattupuzha,Ward 2
Alappuzha,Arattupuzha,Ward 3
Alappuzha,Arattupuzha,Ward 4
Alappuzha,Arattupuzha,Ward 5
Alappuzha,Arattupuzha,Ward 6
Alappuzha,Arattupuzha,Ward 7
Alappuzha,Arattupuzha,Ward 8
Alappuzha,Arattupuzha,Ward 9
Alappuzha,Arattupuzha,Ward 10
Alappuzha,Arattupuzha,Ward 11
Alappuzha,Arattupuzha,Ward 12
Alappuzha,Arattupuzha,Ward 13
Alappuzha,Arattupuzha,Ward 14
Alappuzha,Arattupuzha,Ward 15
Alappuzha,Arattupuzha,Ward 16
Alappuzha,Arattupuzha,Ward 17
Alappuzha,Arattupuzha,Ward 18
Alappuzha,Arattupuzha,Ward 19
Alappuzha,Arattupuzha,Ward 20
Alappuzha,Kumarapuram North,Ward 1
Alappuzha,Kumarapuram North,Ward 2
Alappuzha,Kumarapuram North,Ward 3
Alappuzha,Kumarapuram North,Ward 4
Alappuzha,Kumarapuram North,Ward 5
Alappuzha,Kumarapuram North,Ward 6
Alappuzha,Kumarapuram North,Ward 7
Alappuzha,Kumarapuram North,Ward 8
Alappuzha,Kumarapuram North,Ward 9
Alappuzha,Kumarapuram North,Ward 10
Alappuzha,Kumarapuram North,Ward 11
Alappuzha,Kumarapuram North,Ward 12
Alappuzha,Kumarapuram North,Ward 13
Alappuzha,Kumarapuram North,Ward 14
Alappuzha,Kumarapuram North,Ward 15
Alappuzha,Kumarapuram North,Ward 16
Alappuzha,Kumarapuram North,Ward 17
Alappuzha,Kumarapuram North,Ward 18
Alappuzha,Kumarapuram North,Ward 19
Alappuzha,Kumarapuram North,Ward 20
Alappuzha,Kumarapuram South,Ward 1
Alappuzha,Kumarapuram South,Ward 2
Alappuzha,Kumarapuram South,Ward 3
Alappuzha,Kumarapuram South,Ward 4
Alappuzha,Kumarapuram South,Ward 5
Alappuzha,Kumarapuram South,Ward 6
Alappuzha,Kumarapuram South,Ward 7
Alappuzha,Kumarapuram South,Ward 8
Alappuzha,Kumarapuram South,Ward 9
Alappuzha,Kumarapuram South,Ward 10
Alappuzha,Kumarapuram South,Ward 11
Alappuzha,Kumarapuram South,Ward 12
Alappuzha,Kumarapuram South,Ward 13
Alappuzha,Kumarapuram South,Ward 14
Alappuzha,Kumarapuram South,Ward 15
Alappuzha,Kumarapuram South,Ward 16
Alappuzha,Kumarapuram South,Ward 17
Alappuzha,Kumarapuram South,Ward 18
Alappuzha,Kumarapuram South,Ward 19
Alappuzha,Kumarapuram South,Ward 20
Alappuzha,Valiyakulangara,Ward 1
Alappuzha,Valiyakulangara,Ward 2
Alappuzha,Valiyakulangara,Ward 3
Alappuzha,Valiyakulangara,Ward 4
Alappuzha,Valiyakulangara,Ward 5
Alappuzha,Valiyakulangara,Ward 6
Alappuzha,Valiyakulangara,Ward 7
Alappuzha,Valiyakulangara,Ward 8
Alappuzha,Valiyakulangara,Ward 9
Alappuzha,Valiyakulangara,Ward 10
Alappuzha,Valiyakulangara,Ward 11
Alappuzha,Valiyakulangara,Ward 12
Alappuzha,Valiyakulangara,Ward 13
Alappuzha,Valiyakulangara,Ward 14
Alappuzha,Valiyakulangara,Ward 15
Alappuzha,Valiyakulangara,Ward 16
Alappuzha,Valiyakulangara,Ward 17
Alappuzha,Valiyakulangara,Ward 18
Alappuzha,Valiyakulangara,Ward 19
Alappuzha,Valiyakulangara,Ward 20
Alappuzha,Komalappuram West,Ward 1
Alappuzha,Komalappuram West,Ward 2
Alappuzha,Komalappuram West,Ward 3
Alappuzha,Komalappuram West,Ward 4
Alappuzha,Komalappuram West,Ward 5
Alappuzha,Komalappuram West,Ward 6
Alappuzha,Komalappuram West,Ward 7
Alappuzha,Komalappuram West,Ward 8
Alappuzha,Komalappuram West,Ward 9
Alappuzha,Komalappuram West,Ward 10
Alappuzha,Komalappuram West,Ward 11
Alappuzha,Komalappuram West,Ward 12
Alappuzha,Komalappuram West,Ward 13
Alappuzha,Komalappuram West,Ward 14
Alappuzha,Komalappuram West,Ward 15
Alappuzha,Komalappuram West,Ward 16
Alappuzha,Komalappuram West,Ward 17
Alappuzha,Komalappuram West,Ward 18
Alappuzha,Komalappuram West,Ward 19
Alappuzha,Komalappuram West,Ward 20
Alappuzha,Komalappuram East,Ward 1
Alappuzha,Komalappuram East,Ward 2
Alappuzha,Komalappuram East,Ward 3
Alappuzha,Komalappuram East,Ward 4
Alappuzha,Komalappuram East,Ward 5
Alappuzha,Komalappuram East,Ward 6
Alappuzha,Komalappuram East,Ward 7
Alappuzha,Komalappuram East,Ward 8
Alappuzha,Komalappuram East,Ward 9
Alappuzha,Komalappuram East,Ward 10
Alappuzha,Komalappuram East,Ward 11
Alappuzha,Komalappuram East,Ward 12
Alappuzha,Komalappuram East,Ward 13
Alappuzha,Komalappuram East,Ward 14
Alappuzha,Komalappuram East,Ward 15
Alappuzha,Komalappuram East,Ward 16
Alappuzha,Komalappuram East,Ward 17
Alappuzha,Komalappuram East,Ward 18
Alappuzha,Komalappuram East,Ward 19
Alappuzha,Komalappuram East,Ward 20
Alappuzha,Mullackal,Ward 1
Alappuzha,Mullackal,Ward 2
Alappuzha,Mullackal,Ward 3
Alappuzha,Mullackal,Ward 4
Alappuzha,Mullackal,Ward 5
Alappuzha,Mullackal,Ward 6
Alappuzha,Mullackal,Ward 7
Alappuzha,Mullackal,Ward 8
Alappuzha,Mullackal,Ward 9
Alappuzha,Mullackal,Ward 10
Alappuzha,Mullackal,Ward 11
Alappuzha,Mullackal,Ward 12
Alappuzha,Mullackal,Ward 13
Alappuzha,Mullackal,Ward 14
Alappuzha,Mullackal,Ward 15
Alappuzha,Mullackal,Ward 16
Alappuzha,Mullackal,Ward 17
Alappuzha,Mullackal,Ward 18
Alappuzha,Mullackal,Ward 19
Alappuzha,Mullackal,Ward 20
Alappuzha,Pallipuram,Ward 1
Alappuzha,Pallipuram,Ward 2
Alappuzha,Pallipuram,Ward 3
Alappuzha,Pallipuram,Ward 4
Alappuzha,Pallipuram,Ward 5
Alappuzha,Pallipuram,Ward 6
Alappuzha,Pallipuram,Ward 7
Alappuzha,Pallipuram,Ward 8
Alappuzha,Pallipuram,Ward 9
Alappuzha,Pallipuram,Ward 10
Alappuzha,Pallipuram,Ward 11
Alappuzha,Pallipuram,Ward 12
Alappuzha,Pallipuram,Ward 13
Alappuzha,Pallipuram,Ward 14
Alappuzha,Pallipuram,Ward 15
Alappuzha,Pallipuram,Ward 16
Alappuzha,Pallipuram,Ward 17
Alappuzha,Pallipuram,Ward 18
Alappuzha,Pallipuram,Ward 19
Alappuzha,Pallipuram,Ward 20
Alappuzha,Kareelakulangara,Ward 1
Alappuzha,Kareelakulangara,Ward 2
Alappuzha,Kareelakulangara,Ward 3
Alappuzha,Kareelakulangara,Ward 4
Alappuzha,Kareelakulangara,Ward 5
Alappuzha,Kareelakulangara,Ward 6
Alappuzha,Kareelakulangara,Ward 7
Alappuzha,Kareelakulangara,Ward 8
Alappuzha,Kareelakulangara,Ward 9
Alappuzha,Kareelakulangara,Ward 10
Alappuzha,Kareelakulangara,Ward 11
Alappuzha,Kareelakulangara,Ward 12
Alappuzha,Kareelakulangara,Ward 13
Alappuzha,Kareelakulangara,Ward 14
Alappuzha,Kareelakulangara,Ward 15
Alappuzha,Kareelakulangara,Ward 16
Alappuzha,Kareelakulangara,Ward 17
Alappuzha,Kareelakulangara,Ward 18
Alappuzha,Kareelakulangara,Ward 19
Alappuzha,Kareelakulangara,Ward 20
Alappuzha,Pathirappally,Ward 1
Alappuzha,Pathirappally,Ward 2
Alappuzha,Pathirappally,Ward 3
Alappuzha,Pathirappally,Ward 4
Alappuzha,Pathirappally,Ward 5
Alappuzha,Pathirappally,Ward 6
Alappuzha,Pathirappally,Ward 7
Alappuzha,Pathirappally,Ward 8
Alappuzha,Pathirappally,Ward 9
Alappuzha,Pathirappally,Ward 10
Alappuzha,Pathirappally,Ward 11
Alappuzha,Pathirappally,Ward 12
Alappuzha,Pathirappally,Ward 13
Alappuzha,Pathirappally,Ward 14
Alappuzha,Pathirappally,Ward 15
Alappuzha,Pathirappally,Ward 16
Alappuzha,Pathirappally,Ward 17
Alappuzha,Pathirappally,Ward 18
Alappuzha,Pathirappally,Ward 19
Alappuzha,Pathirappally,Ward 20
Alappuzha,Erattakulangara,Ward 1
Alappuzha,Erattakulangara,Ward 2
Alappuzha,Erattakulangara,Ward 3
Alappuzha,Erattakulangara,Ward 4
Alappuzha,Erattakulangara,Ward 5
Alappuzha,Erattakulangara,Ward 6
Alappuzha,Erattakulangara,Ward 7
Alappuzha,Erattakulangara,Ward 8
Alappuzha,Erattakulangara,Ward 9
Alappuzha,Erattakulangara,Ward 10
Alappuzha,Erattakulangara,Ward 11
Alappuzha,Erattakulangara,Ward 12
Alappuzha,Erattakulangara,Ward 13
Alappuzha,Erattakulangara,Ward 14
Alappuzha,Erattakulangara,Ward 15
Alappuzha,Erattakulangara,Ward 16
Alappuzha,Erattakulangara,Ward 17
Alappuzha,Erattakulangara,Ward 18
Alappuzha,Erattakulangara,Ward 19
Alappuzha,Erattakulangara,Ward 20
Alappuzha,Champakkulam,Ward 1
Alappuzha,Champakkulam,Ward 2
Alappuzha,Champakkulam,Ward 3
Alappuzha,Champakkulam,Ward 4
Alappuzha,Champakkulam,Ward 5
Alappuzha,Champakkulam,Ward 6
Alappuzha,Champakkulam,Ward 7
Alappuzha,Champakkulam,Ward 8
Alappuzha,Champakkulam,Ward 9
Alappuzha,Champakkulam,Ward 10
Alappuzha,Champakkulam,Ward 11
Alappuzha,Champakkulam,Ward 12
Alappuzha,Champakkulam,Ward 13
Alappuzha,Champakkulam,Ward 14
Alappuzha,Champakkulam,Ward 15
Alappuzha,Champakkulam,Ward 16
Alappuzha,Champakkulam,Ward 17
Alappuzha,Champakkulam,Ward 18
Alappuzha,Champakkulam,Ward 19
Alappuzha,Champakkulam,Ward 20
Alappuzha,Paravoor,Ward 1
Alappuzha,Paravoor,Ward 2
Alappuzha,Paravoor,Ward 3
Alappuzha,Paravoor,Ward 4
Alappuzha,Paravoor,Ward 5
